system,RB,RB2,XB,XB2,VB,VB2,PB,PB2,EB,EB2,NB,NB2,RA,IA,VA,PA,EA,NA,RX,XX,VX,PX,EX,AX,NX,BEAX,BEBX,BEB2X,Bandgap
Rb2AgGaF6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-3.178730516,-5.617144145,2.4146
K2CsSbI6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.400777446,-2.709008248,2.4175
Rb2CsSbI6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.400777446,-2.709008248,2.4186
Cs2CsSbI6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.400777446,-2.709008248,2.4193
K2CsScI6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.400777446,-3.046107912,2.4388
Rb2CsScI6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.400777446,-3.046107912,2.4448
Rb2AgBiF6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-3.178730516,-4.0354713,2.5407
Cs2AgBiF6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-3.178730516,-4.0354713,2.7588
Cs2CsBiI6,1.81,1.035,0.79,2.02,1,5,59.42,7.4,0.795600001,2.179840003,55,83,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.400777446,-2.628635934,2.8473
Li2RbBiF6,1.66,1.035,0.82,2.02,1,5,47.24,7.4,0.841360001,2.179840003,37,83,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.393533774,-4.0354713,2.988
K2AgScF6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-3.178730516,-6.088833224,3.0266
Na2RbBiF6,1.66,1.035,0.82,2.02,1,5,47.24,7.4,0.841360001,2.179840003,37,83,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.393533774,-4.0354713,3.029
Li2NaSbF6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.55891026,-4.29223865,3.1479
Rb2CsSbF6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.699781335,-4.29223865,3.3536
Cs2AgScF6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-3.178730516,-6.088833224,3.6463
K2CsBiF6,1.81,1.035,0.79,2.02,1,5,59.42,7.4,0.795600001,2.179840003,55,83,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.699781335,-4.0354713,3.7463
Rb2RbSbF6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.393533774,-4.29223865,3.7748
Cs2CsSbF6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.699781335,-4.29223865,3.7938
K2LiSbF6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-5.73747418,-4.29223865,4.1086
Cs2LiSbF6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-5.73747418,-4.29223865,4.1239
Rb2NaSbF6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.55891026,-4.29223865,4.1336
Li2LiBiF6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-5.73747418,-4.0354713,4.1573
K2RbBiF6,1.66,1.035,0.82,2.02,1,5,47.24,7.4,0.841360001,2.179840003,37,83,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.393533774,-4.0354713,4.1576
Li2RbInF6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.393533774,-5.363237215,4.1823
Rb2LiSbF6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-5.73747418,-4.29223865,4.2078
Na2RbInF6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.393533774,-5.363237215,4.2141
Cs2NaSbF6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.55891026,-4.29223865,4.2509
Li2CsGaF6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.699781335,-5.617144145,4.3091
Na2LiBiF6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-5.73747418,-4.0354713,4.333
Na2CsGaF6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.699781335,-5.617144145,4.3563
Li2CsScF6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.699781335,-6.088833224,4.3799
Na2CsScF6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.699781335,-6.088833224,4.4185
K2LiBiF6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-5.73747418,-4.0354713,4.8663
Li2LiInF6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-5.73747418,-5.363237215,4.8697
Na2RbAlF6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.393533774,-6.818069793,4.8732
Cs2LiBiF6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-5.73747418,-4.0354713,4.8814
Rb2NaBiF6,1.16,1.035,0.93,2.02,1,5,24.11,7.4,1.118000002,2.179840003,11,83,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.55891026,-4.0354713,4.9278
Rb2NaInF6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.55891026,-5.363237215,5.2802
K2LiInF6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-5.73747418,-5.363237215,5.2851
Cs2NaInF6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.55891026,-5.363237215,5.3199
K2CsGaF6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.699781335,-5.617144145,5.3339
Na2NaGaF6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.55891026,-5.617144145,5.338
Li2NaGaF6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.55891026,-5.617144145,5.3488
Cs2RbInF6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.393533774,-5.363237215,5.4004
Li2NaScF6,1.16,0.885,0.93,1.36,1,3,24.11,17.8,1.118000002,3.929120006,11,21,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.55891026,-6.088833224,5.503
K2CsScF6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.699781335,-6.088833224,5.5097
Rb2CsGaF6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.699781335,-5.617144145,5.5413
K2RbGaF6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.393533774,-5.617144145,5.5843
Na2NaScF6,1.16,0.885,0.93,1.36,1,3,24.11,17.8,1.118000002,3.929120006,11,21,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.55891026,-6.088833224,5.5946
K2CsAlF6,1.81,0.675,0.79,1.61,1,3,59.42,6.8,0.795600001,3.441360006,55,13,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.699781335,-6.818069793,5.6487
Li2LiAlF6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-5.73747418,-6.818069793,6.4887
Cs2RbAlF6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.393533774,-6.818069793,6.4919
K2NaGaF6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.55891026,-5.617144145,5.9728
Rb2LiGaF6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-5.73747418,-5.617144145,6.0214
Na2LiScF6,0.9,0.885,0.98,1.36,1,3,24.33,17.8,1.656720003,3.929120006,3,21,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-5.73747418,-6.088833224,6.0395
Li2LiGaF6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-5.73747418,-5.617144145,5.7662
Rb2CsScF6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.699781335,-6.088833224,5.7765
Li2NaAlF6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.55891026,-6.818069793,5.8103
Cs2LiGaF6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-5.73747418,-5.617144145,5.8125
Cs2PbZnI6,1.1225,0.88,2.33,1.65,4,12,6.98,5.75,2.030080003,1.356160002,82,30,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.870140802,-1.288829967,0.3564
K2SnMgI6,0.83,0.86,1.96,1.31,4,2,6.28,10.6,3.132480005,1.529840002,50,12,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.976541798,-2.072539693,1.5178
Rb2SnMgI6,0.83,0.86,1.96,1.31,4,2,6.28,10.6,3.132480005,1.529840002,50,12,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.976541798,-2.072539693,1.5319
Na2GeBeI6,0.77,0.59,2.01,1.57,4,2,5.84,5.6,3.868800006,3.369600005,32,4,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-4.233328196,-2.650169631,0.7918
Rb2GeBeI6,0.77,0.59,2.01,1.57,4,2,5.84,5.6,3.868800006,3.369600005,32,4,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-4.233328196,-2.650169631,0.9045
Au2GeBeF6,0.77,0.59,2.01,1.57,4,2,5.84,5.6,3.868800006,3.369600005,32,4,1.07,9.257040015,11,5.8,3.829280006,79,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-2.766317607,-6.409916222,-5.897092546,0.4363
Na2BeMgI6,0.59,0.86,1.57,1.31,2,2,5.6,10.6,3.369600005,1.529840002,4,12,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-2.650169631,-2.072539693,0.3714
Na2BeCuF6,0.59,0.82,1.57,1.9,2,11,5.6,6.2,3.369600005,3.508960006,4,29,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-5.897092546,-4.070800974,0.0034
K2BeMgI6,0.59,0.86,1.57,1.31,2,2,5.6,10.6,3.369600005,1.529840002,4,12,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-2.650169631,-2.072539693,0.4317
Ag2BeMnF6,0.59,0.648333333,1.57,1.55,2,7,5.6,9.4,3.369600005,2.946320005,4,25,1.086666667,7.602400012,11,6.78,2.962960005,47,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-3.178730516,-5.897092546,-3.751960163,0.1524
Rb2MgZnI6,0.86,0.88,1.31,1.65,2,12,10.6,5.75,1.529840002,1.356160002,12,30,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-2.072539693,-1.288829967,0.073
K2CaZnI6,1.14,0.88,1,1.65,2,12,22.8,5.75,1.849120003,1.356160002,20,30,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.015577986,-1.288829967,1.4376
Cs2CaZnI6,1.14,0.88,1,1.65,2,12,22.8,5.75,1.849120003,1.356160002,20,30,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.015577986,-1.288829967,1.3705
K2BaCoI6,1.49,0.768333333,0.89,1.91,2,9,39.7,7.5,1.862640003,4.437680007,56,27,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.345271088,-1.046595196,0.0028
Rb2BaCoI6,1.49,0.768333333,0.89,1.91,2,9,39.7,7.5,1.862640003,4.437680007,56,27,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.345271088,-1.046595196,0.0019
Rb2BaPdI6,1.49,0.84625,0.89,2.2,2,10,39.7,4.8,1.862640003,3.916640006,56,46,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.345271088,-2.190810671,0.0105
Rb2BaPtI6,1.49,0.805,0.89,2.28,2,10,39.7,6.5,1.862640003,5.883280009,56,78,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.345271088,-2.998163763,0.0008
Cs2BaNiI6,1.49,0.74,0.89,1.88,2,10,39.7,6.8,1.862640003,4.473040007,56,28,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.345271088,-4.554997046,0.434
K2LiInI6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.689630919,-3.534946316,0.3824
K2CuSbI6,0.82,0.83,1.9,2.05,11,5,6.2,6.6,3.508960006,2.749760004,29,51,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.015509414,-2.709008248,0.0007
K2AuBiI6,1.07,1.035,2.54,2.02,11,5,5.8,7.4,3.829280006,2.179840003,79,83,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-2.223243462,-2.628635934,0.0074
Rb2NaInI6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.154280889,-3.534946316,0.6439
Rb2AgSbI6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-2.403892393,-2.709008248,0.2758
Rb2AuBiI6,1.07,1.035,2.54,2.02,11,5,5.8,7.4,3.829280006,2.179840003,79,83,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-2.223243462,-2.628635934,0.0073
Cs2AuSbI6,1.07,0.83,2.54,2.05,11,5,5.8,6.6,3.829280006,2.749760004,79,51,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-2.223243462,-2.709008248,0.0192
Cs2SnMgI6,0.83,0.86,1.96,1.31,4,2,6.28,10.6,3.132480005,1.529840002,50,12,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.976541798,-2.072539693,1.5661
Ag2GeBeF6,0.77,0.59,2.01,1.57,4,2,5.84,5.6,3.868800006,3.369600005,32,4,1.086666667,7.602400012,11,6.78,2.962960005,47,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-3.178730516,-6.409916222,-5.897092546,1.7737
Na2BeMnF6,0.59,0.648333333,1.57,1.55,2,7,5.6,9.4,3.369600005,2.946320005,4,25,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-5.897092546,-3.751960163,2.2125
Rb2BaMnI6,1.49,0.648333333,0.89,1.55,2,7,39.7,9.4,1.862640003,2.946320005,56,25,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.345271088,-1.583164824,1.7487
Rb2CaZnI6,1.14,0.88,1,1.65,2,12,22.8,5.75,1.849120003,1.356160002,20,30,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.015577986,-1.288829967,1.4013
K2PbMgI6,1.1225,0.86,2.33,1.31,4,2,6.98,10.6,2.030080003,1.529840002,82,12,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.870140802,-2.072539693,2.0195
Rb2PbMgI6,1.1225,0.86,2.33,1.31,4,2,6.98,10.6,2.030080003,1.529840002,82,12,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.870140802,-2.072539693,2.0039
K2NaSbI6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.154280889,-2.709008248,1.8546
Rb2NaSbI6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.154280889,-2.709008248,1.8535
Cs2NaSbI6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.154280889,-2.709008248,1.8914
Na2NiZnI6,0.74,0.88,1.88,1.65,10,12,6.8,5.75,4.473040007,1.356160002,28,30,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-4.554997046,-1.288829967,0.0098
K2NiZnI6,0.74,0.88,1.88,1.65,10,12,6.8,5.75,4.473040007,1.356160002,28,30,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-4.554997046,-1.288829967,0.0028
Cs2PbBeI6,1.1225,0.59,2.33,1.57,4,2,6.98,5.6,2.030080003,3.369600005,82,4,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.870140802,-2.650169631,1.3676
Cs2GeMgI6,0.77,0.86,2.01,1.31,4,2,5.84,10.6,3.868800006,1.529840002,32,12,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-4.233328196,-2.072539693,0.7534
Li2BeIrF6,0.59,0.765,1.57,2.2,2,9,5.6,7.6,3.369600005,6.957600011,4,77,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-5.897092546,-2.71233833,0.006
Na2BeCoF6,0.59,0.768333333,1.57,1.91,2,9,5.6,7.5,3.369600005,4.437680007,4,27,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-5.897092546,-2.837697502,0.0039
Na2BeIrF6,0.59,0.765,1.57,2.2,2,9,5.6,7.6,3.369600005,6.957600011,4,77,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-5.897092546,-2.71233833,0.006
Na2SnBeI6,0.83,0.59,1.96,1.57,4,2,6.28,5.6,3.132480005,3.369600005,50,4,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.976541798,-2.650169631,0.427544469
Rb2SnBeI6,0.83,0.59,1.96,1.57,4,2,6.28,5.6,3.132480005,3.369600005,50,4,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.976541798,-2.650169631,0.286070623
K2PbMnI6,1.1225,0.648333333,2.33,1.55,4,7,6.98,9.4,2.030080003,2.946320005,82,25,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.870140802,-1.583164824,1.0382
